Driven_four_above,Worried_rising_covid,Vulnerable,@3.Pleaseexplainthemainreasonsforyouranswer,@4.KindlyanswerthefollowingcommonstatementsaboutCovid19,Origination_virus,Spread_human_human,Symptoms,Virus_airborn,Develop_severe_cases,No_vaccine,Wash_hands,Cover_nose_mouth,Eating_bushmeat,Isolation,Contact_infected_person,Avoid_crowd,Lock_down,Social_distancing,Nose_mask,No_mask_no_entry,Proper_handwashing,Passenger_details,TOTALSCORE,Knowledge_group,Ghana_fight_covid,Confidence,@4c.KindlyanswerthefollowingcommonstatementsaboutCovid19,Crowded_place,Travelled_public,Recently_wash_sanitized,Wear_mask,Location,Gender,Age,30-39,Prmiary,8,Marrried,Islam,6,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,36,30-39,SSS/SHS,14,Marrried,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,We can contract the virus  through the exchange of money, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,36,30-39,Tertiary,16,Marrried,Christian,11,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,36,30-39,Tertiary,18,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,36,30-39,Tertiary,18,Marrried,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,If I don't observe the protocols well I can be infected, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,No,No,Yes,Kumasi,Male,36,30-39,SSS/SHS,14,Marrried,Islam,4,Bolt
Yes,"Yes, absolutely",Yes,Some might be carriers of the virus unknowingly, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,No,Yes,Yes,Kumasi,Male,36,30-39,Tertiary,17,Marrried,Christian,5,Uber
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,37,30-39,JSS/JHS/Mid. School,11,Marrried,Christian,7,Bolt
Yes,"Yes, absolutely",Yes,Every customer can be covid positive, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,No,Kumasi,Male,38,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,No, ,Yes,No,Yes,No,Kumasi,Male,38,30-39,Tertiary,17,Marrried,Christian,5,Bolt
Yes,No,No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,38,30-39,Prmiary,8,Marrried,Islam,3,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,No, ,Yes,Yes,Yes,Yes,Kumasi,Male,38,30-39,Tertiary,18,Marrried,Islam,5,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,38,30-39,Tertiary,16,Co-habiting (living with a partner but not married),Christian,7,Uber
Yes,"Yes, absolutely",Yes, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,No,No, ,Yes,Yes,Yes,Yes,Kumasi,Male,38,30-39,Prmiary,8,Marrried,Christian,8,Yango
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,No,Yes, ,Yes,Yes,No,No,Kumasi,Male,39,30-39,SSS/SHS,13,Marrried,Christian,11,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,39,30-39,SSS/SHS,14,Marrried,Christian,4,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,39,30-39,Voc./Tech./Commercial,17,Marrried,Christian,7,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,No,No,Yes,Kumasi,Male,39,30-39,Tertiary,18,Marrried,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,We sometimes have conversation with our clients, ,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,39,30-39,SSS/SHS,14,Marrried,Islam,7,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Getting contact with persons who might be carriers of the virus, ,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,39,40 & above,Tertiary,17,Marrried,Christian,5,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,40,40 & above,JSS/JHS/Mid. School,11,Marrried,Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,41,40 & above,SSS/SHS,14,Marrried,Christian,6,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Meets new passengers everyday, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,42,40 & above,SSS/SHS,14,Marrried,Christian,12,Bolt
Yes,"Yes, absolutely",Yes,People sometimes don't wear nose market, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,45,40 & above,SSS/SHS,14,Marrried,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,Because I come into contact with people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,No,Yes,Yes,Kumasi,Male,48,40 & above,Voc./Tech./Commercial,14,Marrried,Christian,5,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,No,Yes,Yes,Yes,Kumasi,Male,50,40 & above,SSS/SHS,14,Marrried,Christian,6,Uber
Yes,"Yes, absolutely",Yes,I don't know the people that they have met in the day, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Kumasi,Male,50,30-39,Tertiary,18,Marrried,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Because am having frequent contact with a lot of people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,38,40 & above,SSS/SHS,14,Co-habiting (living with a partner but not married),Christian,6,Uber
Yes,"Yes, absolutely",Yes,Am collecting monies from people every day am afraid about that, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,15,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,41,18-29,SSS/SHS,14,Single,Christian,8,Yango
Yes,"Yes, absolutely",Yes,I am because different people patronize my service, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,24,18-29,SSS/SHS,14,Single,Islam,7,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,When the cough without covering their mouth, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,24,18-29,Tertiary,18,Single,Islam,6,Bolt
Yes,"Yes, absolutely",No, , ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,24,18-29,JSS/JHS/Mid. School,11,Single,Christian,2,Uber
Yes,"Yes, absolutely",Yes,The people I meet may have it, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,25,18-29,SSS/SHS,14,Single,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,No idea of being in a vehicle with infected riders, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,25,18-29,SSS/SHS,14,Single,Christian,1,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,25,18-29,SSS/SHS,14,Single,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,Do not know status of riders, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,25,18-29,SSS/SHS,14,Single,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,I meet different people all the time, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,Yes, ,No,No,Yes,Yes,Accra,Male,25,18-29,Voc./Tech./Commercial,17,Single,Islam,6,Bolt
Yes,"Yes, absolutely",Yes,Money exchanges without sanitising after, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,25,18-29,SSS/SHS,14,Single,Christian,3,Uber
Yes,"Yes, absolutely",Yes,"I meet lots of people, and they might have it", ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,26,18-29,JSS/JHS/Mid. School,11,Single,Christian,1,Bolt
Yes,"Yes, absolutely",Yes,Am moving around everyday, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,26,18-29,SSS/SHS,13,Single,Christian,5,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,Exchange of money, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,26,18-29,SSS/SHS,14,Single,Christian,12,Bolt
Yes,"Yes, absolutely",Yes,Most passengers prefer to sit at the front seat, ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,26,18-29,Voc./Tech./Commercial,17,Single,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,Through touches of car seats, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,26,18-29,Voc./Tech./Commercial,17,Single,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,"Aisha the masks. The touches,with money", ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,26,18-29,Voc./Tech./Commercial,16,Single,Islam,3,Bolt
Yes,No,No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,26,18-29,SSS/SHS,14,Single,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,No, ,Yes,No,No,Yes,Accra,Male,27,18-29,SSS/SHS,14,Single,Christian,2,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,No, ,Yes,No,No,Yes,Accra,Male,27,18-29,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Mask removal, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,27,18-29,Tertiary,18,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Coughing without covering mouth, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,27,18-29,Tertiary,18,Single,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,Touches, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,27,18-29,SSS/SHS,14,Single,Islam,9,Uber
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,No, ,No,No,Yes,No,Accra,Male,27,18-29,Tertiary,17,Single,Islam,5,Bolt
Yes,"Yes, absolutely",Yes,Touching car parts and money exchange, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,27,18-29,SSS/SHS,14,Single,Christian,8,Uber
Yes,"Yes, absolutely",Yes,Exchange of money, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,28,18-29,SSS/SHS,14,Single,Christian,8,Yango
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,No, ,No,No,Yes,No,Accra,Male,28,18-29,JSS/JHS/Mid. School,11,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,No masks or touches, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,28,18-29,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,People give me money so am worried about that, ,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,No, ,Yes,Yes,Yes,Yes,Accra,Male,28,18-29,SSS/SHS,14,Single,Christian,3,Bolt
Yes,"Yes, absolutely",Yes,Through touches, ,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,28,18-29,SSS/SHS,14,Single,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,Money exchanges without sanitising, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,28,18-29,Tertiary,16,Single,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,When not wearing masks properly, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,28,18-29,Tertiary,18,Single,Islam,5,Bolt
Yes,"Yes, absolutely",Yes,When they take off the masks in the car, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,28,18-29,Tertiary,18,Single,Christian,9,Uber
Yes,"Yes, absolutely",Yes,"Exchange of money,  touches", ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,No,No, ,No,Yes,Yes,Yes,Accra,Male,29,18-29,Tertiary,20,Single,Christian,3,Uber
Yes,"Yes, absolutely",Yes,"If PASSENGERS ARE INFECTED , I can get it", ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,No, ,Yes,No,Yes,Yes,Accra,Male,29,18-29,SSS/SHS,14,Single,Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,29,18-29,SSS/SHS,14,Single,Christian,7,Bolt
Yes,"Yes, absolutely",Yes,Sweating unto the seats, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,29,18-29,SSS/SHS,14,Single,Christian,6,Bolt
Yes,"Yes, absolutely",Yes,Different people patronize my service without nose mask, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,29,18-29,SSS/SHS,14,Single,Christian,10,Bolt
Yes,"Yes, absolutely",Yes,Greatly exposed myself to different kinds of people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,29,18-29,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,If he sneezes in the car or touches stuff, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,29,18-29,Voc./Tech./Commercial,14,Single,Christian,3,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,I meet lots of people, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,29,18-29,Tertiary,18,Single,Christian,5,Bolt
Yes,"Yes, absolutely",Yes,"Very vulnerable, this is because I meet too many people and out these  some wear the mask and  others don't", ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,29,18-29,Tertiary,20,Single,Christian,5,Bolt
Yes,"Yes, but not as it was in March 2020",Yes,When they take masks off to make calls or eat, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,29,18-29,JSS/JHS/Mid. School,11,Single,Islam,13,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,29,18-29,SSS/SHS,14,Marrried,Christian,5,Bolt
Yes,No,Yes,I transport different people to different locations and these people I do not know their status, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,29,18-29,SSS/SHS,14,Co-habiting (living with a partner but not married),Christian,5,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,29,30-39,Tertiary,18,Single,Christian,1,Uber
Yes,"Yes, absolutely",Yes,Through money transaction, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,30,30-39,JSS/JHS/Mid. School,11,Single,Christian,1,Bolt
Yes,"Yes, absolutely",No, , ,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Single,Christian,7,Bolt
Yes,"Yes, absolutely",Yes,Different people patronize my service, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,Yes,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Single,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,Because of exchanging money, ,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,No,No,Yes,Yes,Accra,Male,30,30-39,Tertiary,17,Single,Christian,7,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,Yes, ,Yes,No,Yes,Yes,Accra,Male,30,30-39,Tertiary,18,Single,Christian,4,Bolt
Yes,"Yes, absolutely",Yes,I always meet with different people, ,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,16,High,Yes,Yes, ,No,Yes,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Marrried,Christian,5,Bolt
Yes,"Yes, but not as it was in March 2020",No, , ,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,16,High,Yes,No, ,Yes,No,Yes,Yes,Accra,Male,30,30-39,SSS/SHS,14,Marrried,Christian,2,Bolt
